prompt,price,firstl,midl,lastl
" This House has an area of 4320 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",4060000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.04174805  0.06152344 ...  0.10351562 -0.09082031
  -0.02807617]]","[[ 3.84375    -0.6640625   2.125      ...  2.078125    0.40039062
   0.08544922]]"
" This House has an area of 3630 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 2 parking slots. What is the price of this house?",4025000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.05566406  0.03710938 ...  0.109375   -0.05224609
  -0.01550293]]",[[4.59375    0.29882812 2.296875   ... 1.8515625  0.73828125 0.2890625 ]]
" This House has an area of 3460 sqft. It has 3 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",4025000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.03930664  0.06176758 ...  0.10546875 -0.0703125
  -0.00476074]]","[[ 3.96875    -0.68359375  2.390625   ...  1.4609375   0.421875
   0.26757812]]"
" This House has an area of 5400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",4025000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12988281  0.0612793   0.05102539 ...  0.11279297 -0.06347656
  -0.01184082]]","[[ 4.3125     -0.10742188  2.359375   ...  2.1875      0.72265625
   0.05615234]]"
" This House has an area of 4500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4007500,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.06445312  0.06933594 ...  0.10351562 -0.05053711
   0.00048828]]","[[ 4.09375    -0.62109375  2.1875     ...  2.421875    1.0546875
  -0.1328125 ]]"
" This House has an area of 3460 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4007500,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.06152344  0.06982422 ...  0.11621094 -0.04833984
  -0.01782227]]","[[ 4.03125    -0.69140625  1.8359375  ...  2.578125    1.2734375
  -0.22851562]]"
" This House has an area of 4100 sqft. It has 4 bedrooms and 1 bathrooms . It is a 1 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3990000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14746094  0.04760742  0.05981445 ...  0.11132812 -0.05712891
  -0.01733398]]","[[ 4.03125    -0.859375    1.8984375  ...  2.46875     1.1484375
  -0.27539062]]"
" This House has an area of 6480 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",3990000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15722656  0.09179688  0.04345703 ...  0.09375    -0.04223633
   0.00048828]]","[[ 4.375      -0.23535156  2.296875   ...  2.25        1.015625
  -0.25585938]]"
" This House has an area of 4500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3990000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15332031  0.07421875  0.06494141 ...  0.09960938 -0.04736328
   0.00366211]]","[[ 4.125      -0.43554688  2.125      ...  2.234375    1.015625
  -0.10253906]]"
" This House has an area of 3960 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3990000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14550781  0.05517578  0.04931641 ...  0.12255859 -0.06445312
  -0.02685547]]","[[ 4.21875    -0.29882812  2.03125    ...  2.5         0.7890625
   0.01245117]]"
" This House has an area of 4050 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3990000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14648438  0.04150391  0.07324219 ...  0.10742188 -0.08544922
  -0.04272461]]","[[ 3.921875   -1.28125     1.8125     ...  2.75        0.86328125
  -0.06591797]]"
" This House has an area of 7260 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.0559082   0.04199219 ...  0.09863281 -0.06835938
  -0.01635742]]","[[ 4.34375    -0.10839844  2.421875   ...  1.78125     0.36132812
   0.23242188]]"
" This House has an area of 5500 sqft. It has 4 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.05004883  0.07910156 ...  0.10888672 -0.07226562
  -0.02807617]]","[[ 4.15625    -0.91015625  2.109375   ...  2.609375    0.8515625
   0.        ]]"
" This House has an area of 3000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.05859375  0.07177734 ...  0.13867188 -0.06347656
  -0.01806641]]","[[ 4.09375    -0.26367188  2.09375    ...  2.78125     1.1328125
   0.04907227]]"
" This House has an area of 3290 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.03051758  0.04736328 ...  0.12402344 -0.07421875
  -0.01525879]]",[[4.25       0.02233887 2.5625     ... 1.2734375  0.36328125 0.18164062]]
" This House has an area of 3816 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.03808594  0.05859375 ...  0.09472656 -0.07324219
  -0.00537109]]","[[ 3.984375   -0.8046875   2.390625   ...  1.2265625   0.26171875
   0.265625  ]]"
" This House has an area of 8080 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.06347656  0.04638672 ...  0.11083984 -0.05664062
  -0.01104736]]","[[ 4.28125    -0.33007812  2.1875     ...  2.046875    0.8125
   0.07910156]]"
" This House has an area of 2145 sqft. It has 4 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3920000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.02294922  0.07324219 ...  0.12890625 -0.0859375
  -0.03881836]]",[[ 3.5       -1.40625    1.671875  ...  2.75       0.9453125 -0.15625  ]]
" This House has an area of 3780 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3885000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.05273438  0.06738281 ...  0.08984375 -0.06298828
  -0.02783203]]","[[ 4.25       -0.8828125   1.9375     ...  2.421875    0.8046875
   0.06640625]]"
" This House has an area of 3180 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3885000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.05419922  0.0546875  ...  0.125      -0.06103516
  -0.02502441]]","[[ 4.28125    -0.22949219  2.03125    ...  2.421875    0.87109375
   0.01867676]]"
" This House has an area of 5300 sqft. It has 5 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.05834961  0.07519531 ...  0.12451172 -0.05566406
  -0.02526855]]","[[ 4.15625    -0.49804688  1.8046875  ...  2.578125    1.1875
  -0.01831055]]"
" This House has an area of 3180 sqft. It has 2 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.125       0.03076172  0.07470703 ...  0.11279297 -0.06933594
  -0.01965332]]","[[ 3.984375   -0.91796875  2.0625     ...  1.8984375   0.63671875
   0.05493164]]"
" This House has an area of 7152 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14160156  0.06298828  0.05273438 ...  0.11328125 -0.06347656
  -0.0133667 ]]","[[ 4.21875    -0.43554688  2.09375    ...  2.21875     0.7734375
   0.03039551]]"
" This House has an area of 4080 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.04931641  0.07128906 ...  0.12158203 -0.05639648
  -0.02172852]]","[[ 4.03125    -0.78515625  1.8125     ...  2.515625    1.2578125
  -0.16308594]]"
" This House has an area of 3850 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.04638672  0.06933594 ...  0.11914062 -0.05737305
  -0.02453613]]","[[ 4.0625     -0.76171875  1.8125     ...  2.546875    1.1796875
  -0.11523438]]"
" This House has an area of 2015 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13476562  0.00537109  0.09570312 ...  0.14160156 -0.09082031
  -0.05029297]]","[[ 3.53125    -1.578125    1.8046875  ...  3.015625    1.1171875
  -0.28515625]]"
" This House has an area of 2176 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3850000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14550781  0.05688477  0.06933594 ...  0.10205078 -0.07861328
  -0.03759766]]","[[ 3.859375   -1.140625    1.75       ...  2.609375    0.94140625
  -0.10742188]]"
" This House has an area of 3350 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3836000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.05297852  0.05297852 ...  0.12402344 -0.07226562
  -0.0291748 ]]","[[ 4.0625     -0.46289062  1.8515625  ...  2.46875     1.0703125
   0.00610352]]"
" This House has an area of 3150 sqft. It has 2 bedrooms and 2 bathrooms . It is a 1 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3815000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15234375  0.05078125  0.07617188 ...  0.10742188 -0.04296875
  -0.01525879]]",[[ 3.984375  -0.8828125  1.8828125 ...  2.53125    1.4375    -0.21875  ]]
" This House has an area of 4820 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3780000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.04858398  0.07324219 ...  0.12402344 -0.05834961
  -0.02990723]]","[[ 4.0625     -0.75        1.734375   ...  2.5625      1.21875
  -0.17578125]]"
